shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition
SHIP-11105,2025-06-22,WH-West-Mumbai,Mumbai,Lucknow,Apparel,348,74109.13,1985,Rail Freight,1252.88,11,13,Delayed,2,SMB,10863,12000,1.24,Foggy
SHIP-11106,2025-05-10,WH-West-Mumbai,Mumbai,Surat,Apparel,295,57154.05,1177,Road Freight (Truck),1092.33,6,6,On-Time,0,Enterprise,8246,12000,1.26,Rainy
SHIP-11107,2025-04-05,WH-East-Kolkata,Kolkata,Kanpur,Electronics,31,1690.42,2075,Air Cargo,3720.73,6,6,On-Time,0,Enterprise,4984,7500,1.41,Clear
SHIP-11108,2025-04-25,WH-East-Kolkata,Kolkata,Coimbatore,Perishables,268,56518.5,701,Express Courier,1218.77,3,6,Delayed,3,SMB,3990,7500,1.63,Stormy
SHIP-11109,2025-08-31,WH-North-Delhi,Delhi,Jaipur,Apparel,366,22271.31,290,Road Freight (Truck),472.85,3,3,On-Time,0,Individual,7609,10000,1.33,Clear
SHIP-11110,2025-10-19,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,114,25623.06,1509,Rail Freight,921.3,9,10,Delayed,1,E-Commerce Retailer,5662,8500,1.3,Foggy
SHIP-11111,2025-10-09,WH-North-Delhi,Delhi,Indore,Automotive Parts,441,54147.18,903,Express Courier,1569.07,5,5,On-Time,0,Enterprise,6242,10000,1.52,Rainy
SHIP-11112,2025-10-26,WH-East-Kolkata,Kolkata,Indore,Electronics,267,46481.91,1202,Air Cargo,2268.38,5,5,On-Time,0,Enterprise,4307,7500,1.47,Clear
SHIP-11113,2025-10-10,WH-South-Bengaluru,Bengaluru,Jaipur,Automotive Parts,213,28084.39,300,Road Freight (Truck),389.01,3,3,On-Time,0,E-Commerce Retailer,4090,8500,1.19,Clear
SHIP-11114,2025-03-10,WH-Central-Nagpur,Nagpur,Patna,Perishables,319,11831.03,138,Road Freight (Truck),311.93,3,3,On-Time,0,SMB,4164,6000,1.2,Clear
SHIP-11115,2025-05-28,WH-North-Delhi,Delhi,Jaipur ,Industrial Equipment,271,22579.65,1369,Rail Freight,892.46,8,8,On-Time,0,Enterprise,5970,10000,1.54,Clear
SHIP-11116,2025-01-11,WH-North-Delhi,Delhi,Indore,Industrial Equipment,116,28556.53,1616,Express Courier,2436.97,5,6,Delayed,1,E-Commerce Retailer,7826,10000,1.43,Clear
SHIP-11117,2025-09-11,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,260,62599.67,1238,Rail Freight,826.38,9,9,On-Time,0,E-Commerce Retailer,9480,12000,1.73,Clear
SHIP-11118,2025-11-26,WH-West-Mumbai,Mumbai,Indore,Perishables,433,39106.14,1000,Road Freight (Truck),1033.57,5,5,On-Time,0,Individual,7273,12000,1.56,Clear
SHIP-11119,2025-12-26,WH-North-Delhi,Delhi,Patna, Apparel,230,57299.84,1440,Rail Freight,900.56,9,10,Delayed,1,Individual,7644,10000,1.16,Rainy
SHIP-11120,2025-02-07,WH-Central-Nagpur,Nagpur,Coimbatore,Industrial Equipment,388,82917.36,1736,Rail Freight,1150.2,11,13,Delayed,2,E-Commerce Retailer,3429,6000,1.44,Foggy
SHIP-11121,2025-05-14,WH-North-Delhi,Delhi,Jaipur,Perishables,231,36630.94,294,Road Freight (Truck),432.04,4,4,On-Time,0,Enterprise,7917,10000,1.4,Clear
SHIP-11122,2025-07-19,WH-West-Mumbai,Mumbai,Surat,Perishables,267,6522.62,1365,Rail Freight,889.51,9,8,Early,0,Enterprise,5490,12000,1.21,Clear
SHIP-11123,2025-01-23,WH-East-Kolkata,Kolkata,Kochi,Automotive Parts,210,47636.4,1758,Road Freight (Truck),1492.68,10,10,On-Time,0,SMB,3909,7500,1.7,Clear
SHIP-11124,2025-10-30,WH-West-Mumbai,Mumbai,Lucknow,Consumer Goods,376,54894.45,173,Road Freight (Truck),355.93,2,2,On-Time,0,SMB,6781,12000,1.63,Clear
SHIP-11125,2025-12-12,WH-East-Kolkata,Kolkata,Patna,Perishables,267,58497.54,814,Road Freight (Truck),808.89,5,7,Delayed,2,SMB,6099,7500,1.29,Foggy
SHIP-11126,2025-10-29,WH-North-Delhi,Delhi,Indore,Apparel,358,75570.52,982,Express Courier,1670.72,4,5,Delayed,1,SMB,4811,10000,1.3,Rainy
SHIP-11127,2025-12-29,WH-West-Mumbai,Mumbai,Surat,Perishables,234,49317.01,1546,Rail Freight,956.65,9,9,On-Time,0,SMB,6460,12000,1.17,Foggy
SHIP-11128,2025-08-06,WH-North-Delhi,Delhi,Bhopal,Apparel,211,37783.95,1461,Road Freight (Truck),1239.54,7,7,On-Time,0,SMB,6185,10000,1.33,Clear
SHIP-11129,2025-05-21,WH-North-Delhi,Delhi,Kanpur,Consumer Goods,235,19618.4,2010,Rail Freight,1249.06,12,13,Delayed,1,Enterprise,4543,10000,1.5,Rainy
SHIP-11130,2025-04-14,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,245,23029.43,468,Express Courier,890.91,3,2,Early,0,Enterprise,4849,6000,1.4,Clear
SHIP-11131,2025-07-29,WH-North-Delhi,Delhi,Kanpur,Apparel,192,16798.13,562,Road Freight (Truck),605.42,4,7,Delayed,3,SMB,7132,10000,1.73,Foggy
SHIP-11132,2025-04-21,WH-South-Bengaluru,Bengaluru,Patna,Industrial Equipment,209,4119.56,952,Road Freight (Truck),885.33,6,6,On-Time,0,E-Commerce Retailer,7423,8500,1.18,Stormy
SHIP-11133,2025-04-14,WH-West-Mumbai,Mumbai,Bhopal,Consumer Goods,366,55596.75,699,Express Courier,1244.76,3,3,On-Time,0,Enterprise,5575,12000,1.5,Rainy
SHIP-11134,2025-11-12,WH-West-Mumbai,Mumbai,Bhopal,Apparel,255,45702.61,1683,Express Courier,2626.59,5,5,On-Time,0,SMB,6930,12000,1.66,Foggy
SHIP-11135,2025-06-20,WH-Central-Nagpur,Nagpur,Bhopal,Consumer Goods,362,78068.38,1929,Rail Freight,1245.9,11,11,On-Time,0,E-Commerce Retailer,4762,6000,1.44,Clear
SHIP-11136,2025-12-22,WH-North-Delhi,Delhi,Lucknow,Industrial Equipment,120,5752.67,401,Express Courier,695.93,2,5,Delayed,3,SMB,7673,10000,1.15,Stormy
SHIP-11137,2025-11-20,WH-South-Bengaluru,Bengaluru,Patna, Consumer Goods,15,2143.25,479,Road Freight (Truck),422.01,3,3,On-Time,0,Enterprise,4796,8500,1.3,Clear
SHIP-11138,2025-05-13,WH-Central-Nagpur,Nagpur,Coimbatore,Electronics,245,4136.07,1034,Air Cargo,2001.16,4,4,On-Time,0,SMB,4379,6000,1.34,Clear
SHIP-11139,2025-10-20,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,136,5079.19,942,Express Courier,1496.75,5,5,On-Time,0,Enterprise,6996,8500,1.73,Clear
SHIP-11140,2025-11-24,WH-Central-Nagpur,Nagpur,Coimbatore,Electronics,113,3134.59,1774,Rail Freight,1040.8,11,11,On-Time,0,Individual,2794,6000,1.7,Severe Heat
SHIP-11141,2025-05-07,WH-North-Delhi,Delhi,Surat,Consumer Goods,246,45629.89,1011,Road Freight (Truck),963.39,6,8,Delayed,2,Enterprise,7872,10000,1.72,Foggy
SHIP-11142,2025-04-16,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,412,14028.19,1072,Road Freight (Truck),1070.58,6,9,Delayed,3,E-Commerce Retailer,6821,12000,1.65,Stormy
SHIP-11143,2025-04-02,WH-West-Mumbai,Mumbai,Kochi,Electronics,164,30072.1,1789,Air Cargo,3291.06,4,4,On-Time,0,Enterprise,10745,12000,1.36,Foggy
SHIP-11144,2025-10-14,WH-East-Kolkata,Kolkata,Kochi,Perishables,266,19594.04,760,Road Freight (Truck),783.3,5,4,Early,0,SMB,5272,7500,1.69,Clear
SHIP-11145,2025-02-20,WH-Central-Nagpur,Nagpur,Coimbatore,Automotive Parts,244,53988.06,1151,Road Freight (Truck),1074.43,7,10,Delayed,3,SMB,2794,6000,1.74,Stormy
SHIP-11146,2025-01-29,WH-West-Mumbai,Mumbai,Chandigarh,Consumer Goods,298,61414.89,682,Road Freight (Truck),713.1,5,8,Delayed,3,Enterprise,7675,12000,1.36,Severe Heat
SHIP-11147,2025-10-23,WH-South-Bengaluru,Bengaluru,Chandigarh,Perishables,49,11764.41,610,Road Freight (Truck),558.26,4,4,On-Time,0,SMB,7685,8500,1.31,Clear
SHIP-11148,2025-10-24,WH-North-Delhi,Delhi,Jaipur,Electronics,297,66137.17,460,Road Freight (Truck),565.3,3,2,Early,0,Enterprise,7932,10000,,Clear
SHIP-11149,2025-08-02,WH-South-Bengaluru,Bengaluru,Surat,Apparel,206,48272.48,591,Road Freight (Truck),620.57,5,6,Delayed,1,Enterprise,5025,8500,1.26,Rainy
SHIP-11150,2025-09-24,WH-West-Mumbai,Mumbai,Patna,Apparel,282,61138.86,1936,Road Freight (Truck),1663.78,10,11,Delayed,1,SMB,8644,12000,1.17,Severe Heat
SHIP-11151,2025-09-14,WH-Central-Nagpur,Nagpur,Chandigarh,Consumer Goods,391,69576.4,1830,Rail Freight,1216.83,12,15,Delayed,3,Enterprise,4389,6000,1.72,Stormy
SHIP-11152,2025-10-29,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,273,15017.98,1838,Rail Freight,1152.14,12,14,Delayed,2,E-Commerce Retailer,3918,8500,1.71,Foggy
SHIP-11153,2025-04-11,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,66,5204.18,1847,Road Freight (Truck),1535.82,10,13,Delayed,3,SMB,6408,12000,1.25,Stormy
SHIP-11154,2025-12-12,WH-North-Delhi,Delhi,Indore,Consumer Goods,307,19952.19,368,Road Freight (Truck),485.52,4,4,On-Time,0,SMB,7093,10000,1.39,Stormy
SHIP-11155,2025-04-20,WH-North-Delhi,Delhi,Surat,Industrial Equipment,107,16782.16,354,Road Freight (Truck),411.76,4,6,Delayed,2,Enterprise,6392,10000,1.65,Foggy
SHIP-11156,2025-07-01,WH-North-Delhi,Delhi,Chandigarh,Electronics,146,19469.2,1226,Air Cargo,2290.41,4,5,Delayed,1,SMB,5393,10000,1.55,Rainy
SHIP-11157,2025-11-09,WH-West-Mumbai,Mumbai,Kanpur,Electronics,385,84224.06,1236,Rail Freight,890.24,8,8,On-Time,0,E-Commerce Retailer,9757,12000,1.39,Clear
SHIP-11158,2025-01-01,WH-Central-Nagpur,Nagpur,Kochi,Electronics,96,22932.3,2028,Air Cargo,3693.54,6,7,Delayed,1,Enterprise,4078,6000,1.6,Rainy
SHIP-11159,2025-11-15,WH-South-Bengaluru,Bengaluru,Jaipur,Consumer Goods,428,47140.81,1537,Road Freight (Truck),1447.79,8,8,On-Time,0,E-Commerce Retailer,5063,8500,1.69,Clear
SHIP-11160,2025-02-24,WH-South-Bengaluru,Bengaluru,Jaipur,Apparel,251,33632.09,943,Road Freight (Truck),896.76,6,8,Delayed,2,Enterprise,4470,8500,1.71,Foggy
SHIP-11161,2025-05-29,WH-North-Delhi,Delhi,Bhopal,Electronics,208,50607.72,1411,Road Freight (Truck),1240.1,7,6,Early,0,E-Commerce Retailer,7372,10000,1.38,Clear
SHIP-11162,2025-11-05,WH-Central-Nagpur,Nagpur,Lucknow,Automotive Parts,446,35642.6,1560,Road Freight (Truck),1442.81,9,11,Delayed,2,Enterprise,4578,6000,1.25,Clear
SHIP-11163,2025-05-17,WH-East-Kolkata,Kolkata,Chandigarh,Consumer Goods,319,64186.57,751,Road Freight (Truck),806.1,5,5,On-Time,0,E-Commerce Retailer,5735,7500,1.7,Clear
SHIP-11164,2025-07-21,WH-North-Delhi,Delhi,Surat,Electronics,93,6317.62,1726,Air Cargo,3128.79,5,6,Delayed,1,SMB,5535,10000,1.21,Rainy
SHIP-11165,2025-11-09,WH-East-Kolkata,Kolkata,Kochi,Apparel,251,43960.92,648,Road Freight (Truck),685.32,4,6,Delayed,2,Enterprise,5473,7500,1.58,Clear
SHIP-11166,2025-04-27,WH-South-Bengaluru,Bengaluru,Lucknow,Electronics,290,21633.91,1396,Road Freight (Truck),1254.09,7,6,Early,0,Enterprise,7442,8500,1.23,Clear
SHIP-11167,2025-06-03,WH-North-Delhi,Delhi,Surat,Apparel,332,73928.88,241,Road Freight (Truck),428.68,3,4,Delayed,1,SMB,6159,10000,1.38,Clear
SHIP-11168,2025-10-18,WH-West-Mumbai,Mumbai,Coimbatore,Apparel,261,38353.25,1011,Road Freight (Truck),971.58,7,7,On-Time,0,Individual,6588,12000,1.4,Clear
SHIP-11169,2025-03-04,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,199,11680.19,129,Road Freight (Truck),271.93,3,3,On-Time,0,Enterprise,9754,12000,1.25,Clear
SHIP-11170,2025-09-01,WH-North-Delhi,Delhi,Patna,Electronics,448,30341.59,1942,Air Cargo,3687.45,5,5,On-Time,0,Enterprise,5331,10000,1.7,Clear
SHIP-11171,2025-01-25,WH-Central-Nagpur,Nagpur,Patna,Consumer Goods,439,57532.95,1459,Rail Freight,1010.73,9,9,On-Time,0,SMB,3415,6000,1.15,Clear
SHIP-11172,2025-03-31,WH-East-Kolkata,Kolkata,Chandigarh,Electronics,161,38797.21,957,Express Courier,1529.62,4,4,On-Time,0,SMB,3729,7500,1.69,Clear
SHIP-11173,2025-03-16,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,311,60914.3,1416,Air Cargo,2728.08,4,3,Early,0,SMB,4895,8500,1.68,Clear
SHIP-11174,2025-10-21,WH-West-Mumbai,Mumbai,Bhopal,Consumer Goods,287,37239.04,1449,Rail Freight,955.17,10,10,On-Time,0,E-Commerce Retailer,7714,12000,1.34,Clear
SHIP-11175,2025-07-29,WH-West-Mumbai,Mumbai,Patna,Consumer Goods,148,13965.87,1948,Road Freight (Truck),1610.79,10,14,Delayed,4,Enterprise,5761,12000,1.57,Foggy
SHIP-11176,2025-12-13,WH-South-Bengaluru,Bengaluru,Kanpur,Apparel,185,26654.45,1353,Road Freight (Truck),1166.43,7,7,On-Time,0,Individual,7307,8500,1.3,Clear
SHIP-11177,2025-01-17,WH-South-Bengaluru,Bengaluru,Kochi,Apparel,17,3244.7,1873,Road Freight (Truck),1525.37,10,10,On-Time,0,SMB,5877,8500,1.61,Clear
SHIP-11178,2025-05-08,WH-North-Delhi,Delhi,Patna,Apparel,304,60563.86,872,Road Freight (Truck),877.8,6,6,On-Time,0,Enterprise,7264,10000,1.49,Clear
SHIP-11179,2025-12-30,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,244,22273.07,1005,Road Freight (Truck),940.94,7,9,Delayed,2,E-Commerce Retailer,5308,8500,1.33,Clear
SHIP-11180,2025-09-08,WH-East-Kolkata,Kolkata,Lucknow,Electronics,172,31729.26,583,Road Freight (Truck),588.67,5,5,On-Time,0,SMB,5736,7500,1.39,Clear
SHIP-11181,2025-06-28,WH-West-Mumbai,Mumbai,Kanpur,Automotive Parts,58,9835.66,831,Road Freight (Truck),745.69,5,5,On-Time,0,Enterprise,7835,12000,1.56,Clear
SHIP-11182,2025-07-01,WH-North-Delhi,Delhi,Lucknow,Apparel,311,74761.72,847,Road Freight (Truck),847.0,6,6,On-Time,0,SMB,8078,10000,1.69,Rainy
SHIP-11183,2025-06-01,WH-East-Kolkata,Kolkata,Surat,Automotive Parts,47,10988.89,836,Road Freight (Truck),720.34,6,7,Delayed,1,Enterprise,6270,7500,1.23,Rainy
SHIP-11184,2025-01-25,WH-North-Delhi,Delhi,Indore,Consumer Goods,145,29073.1,2068,Rail Freight,1214.43,13,13,On-Time,0,SMB,7657,10000,1.49,Clear
SHIP-11185,2025-06-29,WH-West-Mumbai,Mumbai,Surat,Apparel,319,59014.28,1559,Rail Freight,1001.04,9,12,Delayed,3,E-Commerce Retailer,8171,12000,1.3,Foggy
SHIP-11186,2025-07-17,WH-North-Delhi,Delhi,Patna,Apparel,430,34141.9,1359,Road Freight (Truck),1300.28,8,8,On-Time,0,Enterprise,8176,10000,1.63,Clear
SHIP-11187,2025-12-10,WH-West-Mumbai,Mumbai,Lucknow,Consumer Goods,228,48746.82,199,Road Freight (Truck),349.79,2,5,Delayed,3,SMB,8187,12000,1.19,Stormy
SHIP-11188,2025-06-10,WH-East-Kolkata,Kolkata,Patna,Consumer Goods,357,41220.59,1922,Rail Freight,1222.16,11,11,On-Time,0,E-Commerce Retailer,3768,7500,1.56,Clear
SHIP-11189,2025-06-26,WH-South-Bengaluru,Bengaluru,Chandigarh,Apparel,305,24087.84,599,Road Freight (Truck),658.13,5,6,Delayed,1,Individual,4289,8500,1.25,Rainy
SHIP-11190,2025-10-12,WH-North-Delhi,Delhi,Kochi,Electronics,43,4526.94,1021,Road Freight (Truck),837.0,7,7,On-Time,0,SMB,8958,10000,1.51,Clear
SHIP-11191,2025-03-04,WH-Central-Nagpur,Nagpur,Jaipur,Consumer Goods,361,76331.59,1010,Road Freight (Truck),1005.72,6,9,Delayed,3,SMB,3302,6000,1.65,Stormy
SHIP-11192,2025-05-30,WH-Central-Nagpur,Nagpur,Patna,Industrial Equipment,88,4393.73,1690,Rail Freight,978.28,10,10,On-Time,0,SMB,5000,6000,1.6,Clear
SHIP-11193,2025-06-03,WH-Central-Nagpur,Nagpur,Kochi,Automotive Parts,245,29938.34,1944,Express Courier,2980.33,6,6,On-Time,0,Individual,3395,6000,1.6,Clear
SHIP-11194,2025-06-05,WH-North-Delhi,Delhi,Kanpur,Consumer Goods,392,51235.98,137,Road Freight (Truck),358.01,2,3,Delayed,1,E-Commerce Retailer,6524,10000,1.46,Rainy
SHIP-11195,2025-02-18,WH-West-Mumbai,Mumbai,Surat,Consumer Goods,282,6657.45,1308,Rail Freight,868.97,9,9,On-Time,0,Enterprise,9093,12000,1.68,Clear
SHIP-11196,2025-12-03,WH-Central-Nagpur,Nagpur,Kanpur,Electronics,170,10370.05,1668,Air Cargo,3088.3,4,4,On-Time,0,SMB,3148,6000,1.5,Foggy
SHIP-11197,2025-03-25,WH-East-Kolkata,Kolkata,Jaipur,Apparel,184,38508.34,321,Road Freight (Truck),394.56,4,5,Delayed,1,SMB,5973,7500,1.7,Rainy
SHIP-11198,2025-12-27,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,375,78836.38,860,Road Freight (Truck),874.12,6,6,On-Time,0,E-Commerce Retailer,7742,10000,1.48,Clear
SHIP-11199,2025-06-26,WH-North-Delhi,Delhi,Chandigarh,Perishables,317,26538.46,1489,Rail Freight,1002.42,9,9,On-Time,0,SMB,7052,10000,1.45,Clear
SHIP-11200,2025-05-28,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,383,84490.13,1509,Road Freight (Truck),1369.57,9,9,On-Time,0,E-Commerce Retailer,8591,12000,1.28,Clear
SHIP-11201,2025-04-28,WH-Central-Nagpur,Nagpur,Chandigarh,Consumer Goods,230,45164.87,1591,Rail Freight,996.26,9,9,On-Time,0,Individual,2998,6000,1.48,Rainy
SHIP-11202,2025-12-08,WH-South-Bengaluru,Bengaluru,Indore,Apparel,18,2037.75,1656,Rail Freight,923.71,10,9,Early,0,Enterprise,5566,8500,1.23,Clear
SHIP-11203,2025-03-04,WH-West-Mumbai,Mumbai,Patna,Industrial Equipment,298,56880.9,438,Road Freight (Truck),548.68,3,8,Delayed,5,Enterprise,5888,12000,1.67,Rainy
SHIP-11204,2025-07-08,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,122,29391.46,336,Road Freight (Truck),385.34,4,5,Delayed,1,SMB,5946,10000,1.56,Severe Heat
SHIP-11205,2025-12-26,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,214,26291.59,1177,Road Freight (Truck),1069.59,7,7,On-Time,0,Enterprise,7421,8500,1.75,Clear
SHIP-11206,2025-02-18,WH-East-Kolkata,Kolkata,Coimbatore,Perishables,414,29406.58,2014,Rail Freight,1285.3,12,13,Delayed,1,Enterprise,5400,7500,1.21,Severe Heat
SHIP-11207,2025-11-23,WH-West-Mumbai,Mumbai,Patna,Electronics,195,46083.74,385,Express Courier,703.32,3,6,Delayed,3,Enterprise,9588,12000,1.29,Rainy
SHIP-11208,2025-09-14,WH-East-Kolkata,Kolkata,Kanpur,Automotive Parts,350,54907.97,1783,Rail Freight,1167.87,11,11,On-Time,0,E-Commerce Retailer,5397,7500,1.68,Clear
SHIP-11209,2025-08-12,WH-Central-Nagpur,Nagpur,Surat,Electronics,206,8185.89,843,Road Freight (Truck),803.8,6,6,On-Time,0,E-Commerce Retailer,3247,6000,1.39,Clear
SHIP-11210,2025-05-21,WH-North-Delhi,Delhi,Kochi,Industrial Equipment,275,41134.63,894,Road Freight (Truck),890.07,6,6,On-Time,0,SMB,7295,10000,1.43,Rainy
SHIP-11211,2025-08-03,WH-South-Bengaluru,Bengaluru,Jaipur,Apparel,271,35944.49,1967,Rail Freight,1234.69,12,12,On-Time,0,SMB,6842,8500,1.67,Clear
SHIP-11212,2025-07-30,WH-West-Mumbai,Mumbai,Jaipur,Consumer Goods,257,55528.29,1223,Rail Freight,839.31,8,7,Early,0,Enterprise,6180,12000,1.46,Clear
SHIP-11213,2025-11-14,WH-East-Kolkata,Kolkata,Kanpur,Automotive Parts,124,17324.46,1820,Rail Freight,1086.95,12,16,Delayed,4,E-Commerce Retailer,6254,7500,,Clear
SHIP-11214,2025-02-01,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,130,9747.35,532,Road Freight (Truck),544.78,5,7,Delayed,2,E-Commerce Retailer,6043,8500,1.69,Foggy
SHIP-11215,2025-06-07,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,150,26066.45,1395,Road Freight (Truck),1201.45,7,8,Delayed,1,SMB,3842,8500,1.17,Rainy
SHIP-11216,2025-10-12,WH-East-Kolkata,Kolkata,Kochi,Apparel,74,10545.39,1155,Express Courier,1780.69,5,8,Delayed,3,Enterprise,5207,7500,1.69,Rainy
SHIP-11217,2025-11-01,WH-West-Mumbai,Mumbai,Kanpur,Consumer Goods,285,19883.16,520,Road Freight (Truck),604.65,5,6,Delayed,1,Enterprise,7631,12000,1.18,Clear
SHIP-11218,2025-10-13,WH-Central-Nagpur,Nagpur,Lucknow,Apparel,322,48236.42,1959,Rail Freight,1211.51,12,14,Delayed,2,Enterprise,3535,6000,1.55,Foggy
SHIP-11219,2025-05-24,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,248,51599.09,843,Road Freight (Truck),809.2,5,5,On-Time,0,SMB,6906,8500,1.19,Severe Heat
SHIP-11220,2025-01-19,WH-North-Delhi,Delhi,Chandigarh,Electronics,311,6753.11,401,Road Freight (Truck),525.81,4,4,On-Time,0,E-Commerce Retailer,8727,10000,1.57,Clear
SHIP-11221,2025-01-18,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,401,65463.25,1255,Rail Freight,902.55,9,9,On-Time,0,E-Commerce Retailer,6871,8500,1.17,Clear
SHIP-11222,2025-09-14,WH-East-Kolkata,Kolkata,Kochi,Electronics,19,1845.9,842,Road Freight (Truck),726.31,5,8,Delayed,3,SMB,6359,7500,1.66,Stormy
SHIP-11223,2025-03-19,WH-West-Mumbai,Mumbai,Chandigarh,Consumer Goods,378,31668.0,1521,Rail Freight,1006.13,9,11,Delayed,2,E-Commerce Retailer,10525,12000,1.43,Foggy
SHIP-11224,2025-06-24,WH-Central-Nagpur,Nagpur,Patna,Industrial Equipment,242,25956.47,870,Road Freight (Truck),829.79,6,6,On-Time,0,Individual,5273,6000,1.21,Rainy
SHIP-11225,2025-07-13,WH-Central-Nagpur,Nagpur,Patna,Automotive Parts,204,19456.57,387,Road Freight (Truck),473.11,3,6,Delayed,3,Enterprise,3023,6000,1.57,Stormy
SHIP-11226,2025-04-23,WH-West-Mumbai,Mumbai,Jaipur,Automotive Parts,404,85072.78,2060,Rail Freight,1318.67,12,12,On-Time,0,SMB,7974,12000,1.44,Rainy
SHIP-11227,2025-04-24,WH-Central-Nagpur,Nagpur,Chandigarh,Electronics,21,1671.13,417,Road Freight (Truck),391.86,3,4,Delayed,1,Individual,2700,6000,1.26,Clear
SHIP-11228,2025-08-10,WH-North-Delhi,Delhi,Surat,Consumer Goods,403,75478.26,1460,Road Freight (Truck),1380.3,8,9,Delayed,1,Enterprise,6880,10000,1.16,Rainy
SHIP-11229,2025-06-15,WH-North-Delhi,Delhi,Patna,Electronics,418,15509.5,689,Road Freight (Truck),777.94,5,4,Early,0,Individual,8843,10000,1.4,Rainy
SHIP-11230,2025-11-15,WH-North-Delhi,Delhi,Surat,Consumer Goods,186,44375.54,628,Road Freight (Truck),620.62,4,4,On-Time,0,Individual,5435,10000,1.2,Severe Heat
SHIP-11231,2025-05-12,WH-Central-Nagpur,Nagpur,Lucknow,Apparel,186,29991.46,2093,Road Freight (Truck),1739.64,10,10,On-Time,0,E-Commerce Retailer,4504,6000,1.21,Clear
SHIP-11232,2025-09-21,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,226,40923.82,665,Road Freight (Truck),676.51,4,5,Delayed,1,E-Commerce Retailer,6399,8500,1.31,Rainy
SHIP-11233,2025-02-24,WH-North-Delhi,Delhi,Indore,Electronics,20,1700.78,894,Road Freight (Truck),764.01,5,5,On-Time,0,E-Commerce Retailer,5253,10000,1.53,Foggy
SHIP-11234,2025-12-25,WH-West-Mumbai,Mumbai,Kochi,Perishables,127,14204.02,484,Express Courier,831.46,4,4,On-Time,0,E-Commerce Retailer,6745,12000,1.47,Clear
SHIP-11235,2025-05-11,WH-South-Bengaluru,Bengaluru,Kanpur,Consumer Goods,173,11692.71,666,Road Freight (Truck),627.81,4,4,On-Time,0,Enterprise,5670,8500,1.19,Clear
SHIP-11236,2025-10-15,WH-North-Delhi,Delhi,Kochi,Consumer Goods,48,11239.01,390,Road Freight (Truck),396.73,4,4,On-Time,0,Enterprise,5384,10000,1.73,Stormy
SHIP-11237,2025-09-23,WH-Central-Nagpur,Nagpur,Chandigarh,Electronics,62,8041.68,1617,Road Freight (Truck),1317.19,8,7,Early,0,Enterprise,4349,6000,1.68,Clear
SHIP-11238,2025-06-11,WH-East-Kolkata,Kolkata,Lucknow,Electronics,227,37036.25,858,Road Freight (Truck),820.92,6,8,Delayed,2,E-Commerce Retailer,5083,7500,1.31,Rainy
SHIP-11239,2025-03-28,WH-South-Bengaluru,Bengaluru,Coimbatore,Automotive Parts,215,40324.09,656,Road Freight (Truck),667.08,5,8,Delayed,3,Enterprise,5899,8500,1.22,Stormy
SHIP-11240,2025-02-24,WH-Central-Nagpur,Nagpur,Jaipur,Electronics,321,32809.39,1377,Road Freight (Truck),1269.09,7,7,On-Time,0,Enterprise,3079,6000,1.72,Clear
SHIP-11241,2025-10-15,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,369,67978.61,178,Road Freight (Truck),357.18,3,3,On-Time,0,Enterprise,8317,12000,1.43,Severe Heat
SHIP-11242,2025-06-27,WH-Central-Nagpur,Nagpur,Kochi,Electronics,394,68500.14,1394,Road Freight (Truck),1297.18,8,9,Delayed,1,E-Commerce Retailer,2839,6000,1.34,Rainy
SHIP-11243,2025-12-15,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,65,11753.95,1990,Rail Freight,1161.47,12,12,On-Time,0,Individual,7346,8500,1.44,Clear
SHIP-11244,2025-01-08,WH-South-Bengaluru,Bengaluru,Surat,Electronics,127,16506.07,205,Express Courier,450.45,2,2,On-Time,0,Individual,5196,8500,1.61,Clear
SHIP-11245,2025-11-17,WH-North-Delhi,Delhi,Kanpur,Industrial Equipment,397,41681.14,882,Road Freight (Truck),904.59,6,7,Delayed,1,SMB,8524,10000,1.25,Severe Heat
